_RAJ2000,_DEJ2000,cl,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag
208.455944,14.692453,3,24.389,0.96,24.301,0.465,22.86,0.257,21.662,0.138,22.419,0.626
208.454716,14.693769,3,25.549,0.851,24.276,0.546,23.261,0.418,21.684,0.167,21.964,0.613
208.458443,14.694901,3,24.122,1.104,22.725,0.17,21.135,0.069,20.441,0.059,20.445,0.199
208.461205,14.700519,3,24.141,1.224,22.795,0.198,22.091,0.173,21.774,0.206,21.607,0.562
208.463295,14.697872,3,22.265,0.429,21.049,0.06,20.032,0.038,19.466,0.037,19.006,0.085
208.448422,14.716589,6,24.534,0.996,25.736,0.496,22.623,0.209,23.672,0.674,23.125,0.646
208.452914,14.716516,3,26.831,0.462,23.382,0.433,21.794,0.178,21.191,0.165,20.7,0.356
208.466259,14.714659,6,23.725,0.731,24.481,0.503,22.541,0.195,24.258,0.802,22.683,0.663
208.450206,14.717864,6,25.798,0.816,24.214,0.6,22.866,0.343,21.577,0.172,20.817,0.287
208.453853,14.721926,6,24.469,0.975,24.436,0.494,25.265,0.703,24.802,0.747,20.821,0.215
208.460029,14.717268,6,23.684,0.716,24.404,0.485,25.295,0.691,23.847,0.727,20.757,0.203
208.469299,14.704271,3,21.976,0.316,20.706,0.043,19.791,0.03,19.415,0.034,19.207,0.099
208.425545,14.714574,3,22.019,0.402,20.692,0.047,19.889,0.035,19.58,0.051,19.395,0.148
208.425547,14.714574,3,21.214,0.172,20.72,0.047,19.863,0.033,19.525,0.039,19.206,0.114
208.440512,14.735023,3,20.141,0.087,18.661,0.011,17.702,0.007,17.27,0.008,16.951,0.02
208.444083,14.734697,3,23.858,2.271,21.56,0.128,20.856,0.106,22.584,0.982,21.694,1.403
208.42335,14.717584,3,25.273,1.39,22.623,0.181,21.757,0.131,20.359,0.076,19.755,0.14
208.430119,14.739554,6,26.079,0.732,22.86,0.194,21.105,0.066,20.404,0.071,19.818,0.129
208.429067,14.714936,6,23.378,0.887,22.707,0.177,20.992,0.062,20.097,0.056,19.741,0.125
208.430854,14.716023,3,24.005,1.25,22.8,0.179,22.014,0.143,21.519,0.189,23.175,0.918
208.430278,14.721825,6,23.091,0.708,22.615,0.165,21.668,0.112,21.17,0.147,21.697,0.661
208.433889,14.733616,6,23.041,0.646,22.861,0.185,21.884,0.125,21.343,0.16,21.98,0.718
208.441326,14.727781,6,23.287,0.78,22.101,0.097,22.158,0.16,21.472,0.178,21.218,0.411
208.447206,14.723544,6,25.733,0.945,22.719,0.177,21.19,0.073,20.934,0.117,20.716,0.295
208.424712,14.734529,3,21.975,0.3,22.972,0.248,21.57,0.114,22.041,0.35,22.318,1.074
208.42873,14.728876,6,23.843,1.147,24.214,0.534,22.283,0.177,23.707,1.068,21.767,0.622
208.432479,14.737003,6,23.02,0.633,23.232,0.256,22.222,0.169,21.438,0.175,21.102,0.378
208.438124,14.738619,3,22.684,0.608,23.537,0.446,21.955,0.177,21.716,0.291,22.893,1.323
208.440499,14.734991,3,20.285,0.087,18.635,0.01,17.71,0.007,17.273,0.007,16.909,0.016
208.444069,14.734647,3,23.528,0.947,22.136,0.119,21.511,0.11,21.434,0.162,22.586,0.997
208.42465,14.734556,3,24.108,1.192,22.505,0.157,21.896,0.142,21.387,0.144,21.349,0.456
208.423241,14.717581,6,24.412,1.377,22.713,0.188,21.526,0.108,20.271,0.057,19.455,0.092
208.428788,14.728633,3,23.033,0.568,22.85,0.195,22.193,0.179,22.307,0.321,22.662,0.908
208.430098,14.7395,6,25.31,0.843,22.728,0.141,21.271,0.066,20.369,0.047,20.051,0.114
208.429064,14.714901,3,24.857,1.098,22.783,0.162,21.104,0.062,20.125,0.041,19.806,0.102
208.430795,14.715985,3,23.895,1.332,22.486,0.182,21.317,0.103,21.337,0.169,22.172,0.977
208.43029,14.721839,6,22.883,0.402,22.275,0.094,21.74,0.097,21.631,0.136,21.181,0.29
208.432325,14.725206,6,24.933,1.137,22.923,0.193,22.484,0.216,23.09,0.557,23.26,0.773
208.433829,14.733552,3,24.002,0.948,22.92,0.181,21.656,0.098,21.671,0.155,21.046,0.291
208.441257,14.727732,3,22.105,0.21,22.02,0.075,22.073,0.13,21.763,0.152,21.52,0.379
208.447266,14.723468,3,26.156,0.624,22.488,0.154,21.215,0.08,20.714,0.081,20.253,0.185
208.423948,14.737189,3,22.722,0.63,22.957,0.312,21.698,0.164,21.715,0.263,21.512,0.714
208.432494,14.736954,6,25.767,0.669,23.713,0.334,21.87,0.116,21.4,0.119,20.955,0.261
208.432824,14.718011,6,23.635,0.706,24.977,0.583,22.56,0.197,23.469,0.605,22.628,0.666
208.438206,14.738568,6,23.645,0.7,23.343,0.231,22.424,0.176,22.361,0.257,21.918,0.5
208.444758,14.728623,6,24.423,1.025,23.818,0.353,22.294,0.164,22.063,0.208,21.801,0.491
208.491683,14.72998,6,18.56,0.019,17.324,0.005,16.841,0.004,16.64,0.005,16.546,0.01
208.494346,14.73046,6,20.768,0.09,18.612,0.008,17.781,0.006,17.474,0.007,17.326,0.016
208.490102,14.731036,6,24.579,1.562,22.452,0.153,21.372,0.094,21.063,0.142,21.634,0.699
208.484168,14.733904,3,21.486,0.248,19.179,0.014,18.175,0.01,17.774,0.012,17.427,0.027
208.481297,14.732429,3,24.726,1.738,21.883,0.106,21.087,0.082,21.23,0.185,22.363,1.217
208.48251,14.733166,6,23.696,1.001,22.94,0.206,23.235,0.421,22.837,0.606,22.341,0.903
208.475448,14.745873,3,22.122,0.384,22.033,0.13,21.724,0.157,21.187,0.194,21.074,0.555
208.475583,14.718803,3,24.643,1.507,22.283,0.125,20.662,0.049,19.898,0.048,19.691,0.124
208.479234,14.723418,6,22.806,0.525,22.086,0.1,21.459,0.092,21.491,0.192,21.237,0.452
208.480861,14.724038,3,25.052,1.88,22.267,0.175,21.105,0.098,20.479,0.108,20.424,0.356
208.48055,14.720787,3,22.947,0.751,22.183,0.145,21.12,0.089,20.676,0.118,20.829,0.439
208.483807,14.720792,3,22.815,0.918,21.143,0.08,19.322,0.026,18.679,0.027,18.422,0.073
208.488502,14.723105,3,26.807,0.392,21.649,0.075,20.034,0.03,19.122,0.026,18.509,0.047
208.487689,14.721297,3,24.769,1.87,21.826,0.109,20.112,0.039,19.451,0.041,19.196,0.106
208.468594,14.73035,3,23.122,0.95,22.529,0.218,21.127,0.098,20.484,0.107,20.195,0.283
208.479357,14.714225,6,25.786,0.956,23.039,0.251,21.617,0.116,20.691,0.101,19.972,0.167
208.482684,14.739575,6,26.673,0.546,23.851,0.587,21.884,0.175,21.096,0.173,20.093,0.226
208.484019,14.729327,3,22.213,0.368,23.856,0.537,21.379,0.102,20.884,0.13,20.818,0.39
208.486887,14.71817,3,25.863,1.233,23.176,0.397,21.707,0.173,22.026,0.458,22.525,1.564
208.461295,14.730459,3,23.721,1.203,23.154,0.294,22.16,0.195,21.968,0.331,21.798,0.809
208.468679,14.730246,3,22.763,0.537,22.232,0.137,21.435,0.108,20.69,0.088,20.382,0.232
208.461307,14.730412,6,23.012,0.494,23.094,0.217,22.149,0.157,22.166,0.248,21.587,0.473
208.470369,14.720339,3,26.3,0.554,24.984,0.84,26.025,0.62,25.15,0.883,20.534,0.239
208.491692,14.729947,6,18.539,0.017,17.342,0.005,16.855,0.004,16.65,0.005,16.532,0.009
208.494356,14.730428,6,20.625,0.066,18.62,0.008,17.782,0.006,17.466,0.006,17.307,0.014
208.49008,14.730975,6,24.649,0.984,22.547,0.119,21.619,0.089,21.525,0.124,20.737,0.2
208.48418,14.733875,3,21.036,0.143,19.157,0.014,18.17,0.009,17.773,0.01,17.448,0.022
208.481303,14.732455,3,23.155,0.549,22.384,0.114,21.559,0.092,21.325,0.114,21.861,0.533
208.482474,14.733166,6,24.113,0.921,23.33,0.233,22.847,0.259,22.203,0.228,22.026,0.539
208.47542,14.745953,3,22.851,0.599,22.184,0.138,21.442,0.116,21.106,0.134,21.562,0.637
208.47717,14.723992,3,23.568,1.179,22.479,0.2,21.088,0.093,20.828,0.116,20.287,0.255
208.475594,14.718788,3,25.083,0.977,22.371,0.111,20.717,0.044,20.045,0.037,19.522,0.078
208.47713,14.719936,3,24.644,2.058,22.135,0.169,21.856,0.213,21.862,0.344,21.269,0.683
208.479362,14.714182,6,26.188,0.44,22.891,0.162,21.882,0.113,20.74,0.064,20.329,0.146
208.479213,14.72341,6,23.306,0.599,22.034,0.085,21.412,0.081,21.728,0.164,20.716,0.22
208.480907,14.723896,3,24.897,1.548,22.316,0.158,21.342,0.106,20.63,0.088,20.752,0.348
208.480611,14.720747,3,22.434,0.491,22.177,0.158,20.981,0.088,20.59,0.098,19.784,0.163
208.483816,14.720779,3,25.637,1.452,21.03,0.067,19.336,0.024,18.706,0.022,18.35,0.054
208.486817,14.718318,6,24.732,1.131,22.9,0.187,22.222,0.172,21.609,0.155,22.532,0.77
208.488509,14.723064,3,23.29,0.714,21.554,0.066,19.972,0.028,19.063,0.02,18.416,0.037
208.487699,14.72127,3,24.446,1.45,21.859,0.098,20.196,0.037,19.446,0.03,19.061,0.071
208.489211,14.720279,3,23.871,1.099,24.323,0.68,21.786,0.137,21.27,0.135,21.487,0.54
208.471299,14.717894,3,26.05,0.557,24.004,0.442,22.122,0.155,21.971,0.208,22.79,0.787
208.47395,14.741376,6,22.808,0.37,23.454,0.252,22.661,0.219,22.479,0.283,21.474,0.366
208.482717,14.739509,6,24.266,0.933,23.494,0.262,22.102,0.135,20.973,0.076,20.393,0.15
208.484077,14.729371,3,25.756,0.851,23.095,0.26,21.228,0.083,20.756,0.084,20.41,0.21
208.47898,14.73951,3,24.496,1.233,23.151,0.248,23.241,0.433,21.783,0.191,22.031,0.68
208.473205,14.73476,6,24.981,0.93,26.099,0.404,24.732,0.779,24.142,0.798,20.736,0.201
208.502103,14.759634,6,19.815,0.043,18.158,0.006,17.515,0.005,17.257,0.006,17.115,0.014
208.49954,14.76041,3,23.309,0.873,21.275,0.056,20.897,0.064,20.563,0.092,20.297,0.236
208.504467,14.738189,6,19.084,0.026,17.883,0.006,17.503,0.005,17.379,0.007,17.316,0.016
208.499953,14.735015,6,21.542,0.167,20.499,0.027,20.271,0.033,20.078,0.053,20.387,0.207
208.48687,14.755279,3,22.461,0.558,20.376,0.035,19.441,0.024,19.095,0.032,18.948,0.096
208.494992,14.751501,6,21.976,0.258,21.341,0.054,20.909,0.058,20.727,0.097,20.788,0.31
208.49831,14.746793,6,23.486,0.867,22.993,0.212,23.734,0.617,23.582,1.028,21.485,0.537
208.500463,14.757342,6,22.47,0.377,22.908,0.188,22.268,0.179,22.109,0.314,22.287,0.85
208.498936,14.73284,3,22.294,0.467,21.669,0.102,20.959,0.084,20.493,0.111,20.488,0.357
208.512302,14.745713,6,24.11,1.216,22.336,0.121,20.838,0.053,19.527,0.033,18.965,0.062
208.482654,14.751623,6,23.599,0.942,23.255,0.26,21.938,0.135,21.585,0.201,21.162,0.407
208.492601,14.740545,6,23.396,0.85,23.17,0.263,21.695,0.117,20.11,0.058,19.432,0.098
208.493094,14.738044,3,22.355,0.377,22.825,0.205,21.884,0.145,21.379,0.185,20.7,0.317
208.495168,14.757293,3,23.367,1.531,22.482,0.277,21.333,0.158,21.505,0.361,20.679,0.58
208.496824,14.75449,3,23.042,0.858,22.896,0.285,21.57,0.141,21.234,0.206,20.271,0.287
208.502994,14.754174,3,24.028,2.944,22.053,0.241,20.846,0.129,20.186,0.138,19.907,0.374
208.501904,14.732301,3,22.623,0.6,22.693,0.24,21.297,0.111,20.487,0.106,20.535,0.363
208.516457,14.750155,6,24.546,1.396,23.444,0.319,22.125,0.17,21.684,0.23,20.941,0.36
208.516256,14.74775,3,26.045,1.052,23.246,0.429,21.702,0.174,21.941,0.418,22.383,1.554
208.504474,14.738169,6,19.023,0.023,17.882,0.006,17.503,0.005,17.348,0.006,17.279,0.014
208.502112,14.759616,6,19.696,0.035,18.154,0.006,17.531,0.005,17.243,0.006,17.088,0.012
208.499599,14.760467,3,22.645,0.64,20.664,0.047,20.379,0.056,20.18,0.073,19.979,0.216
208.503509,14.757937,6,24.519,1.099,23.895,0.413,22.624,0.235,21.393,0.122,21.138,0.327
208.499974,14.735003,6,21.286,0.109,20.497,0.024,20.23,0.029,20.155,0.039,20.115,0.121
208.482774,14.751538,3,23.331,0.917,22.346,0.166,21.393,0.115,21.471,0.195,21.386,0.591
208.485582,14.749036,6,23.103,0.486,23.082,0.193,23.045,0.311,23.185,0.509,22.879,0.693
208.486883,14.755231,3,22.235,0.363,20.449,0.033,19.617,0.024,19.244,0.027,19.049,0.08
208.492625,14.740458,6,23.717,0.753,23.101,0.2,21.803,0.108,20.273,0.044,19.447,0.071
208.495148,14.757322,3,23.622,0.721,22.748,0.15,21.999,0.13,21.809,0.167,21.465,0.386
208.493115,14.737906,3,23.057,0.533,22.689,0.157,21.883,0.129,21.378,0.127,20.842,0.259
208.495026,14.751458,6,22.441,0.275,21.372,0.046,21.023,0.054,20.951,0.075,20.626,0.183
208.496864,14.754463,3,23.745,0.989,22.496,0.155,22.177,0.19,21.586,0.176,21.881,0.691
208.498318,14.74682,6,25.034,0.928,22.823,0.154,22.721,0.235,23.047,0.456,22.063,0.553
208.500496,14.757243,3,22.376,0.297,22.606,0.148,21.989,0.141,21.653,0.163,21.156,0.347
208.498969,14.732808,3,22.217,0.339,21.51,0.077,21.199,0.09,20.65,0.089,20.501,0.261
208.512321,14.745714,6,25.149,0.869,22.314,0.1,20.99,0.052,19.587,0.024,18.926,0.044
208.513951,14.751606,3,22.008,0.449,21.703,0.141,21.339,0.157,20.959,0.181,21.637,1.13
208.516108,14.747706,3,24.491,1.851,22.621,0.24,21.887,0.196,21.314,0.187,20.756,0.403
208.48747,14.746485,6,22.979,0.474,24.061,0.455,22.508,0.214,22.679,0.378,22.028,0.605
208.490973,14.759961,3,22.46,0.56,22.724,0.285,21.755,0.197,21.234,0.195,22.223,1.262
208.502939,14.754434,3,22.906,0.704,22.752,0.257,21.658,0.155,20.667,0.102,19.796,0.166
208.501865,14.732219,3,23.853,1.125,24.374,0.713,21.232,0.087,20.8,0.091,20.351,0.21
208.516545,14.750203,6,23.879,0.811,23.648,0.301,22.147,0.141,21.725,0.149,21.352,0.335
208.495939,14.749691,6,23.064,0.455,24.898,0.584,24.666,0.778,22.25,0.234,22.989,0.669
208.449781,14.743878,6,17.814,0.012,16.539,0.004,16.096,0.003,15.948,0.004,15.885,0.007
208.450083,14.742084,3,25.517,1.15,22.217,0.121,20.972,0.064,20.474,0.081,20.751,0.324
208.453428,14.732927,6,17.586,0.011,15.745,0.003,15.046,0.003,14.808,0.003,14.698,0.004
208.448035,14.736106,6,24.247,1.378,22.562,0.152,21.014,0.062,19.661,0.038,18.948,0.062
208.455153,14.736079,3,24.876,1.466,22.622,0.167,21.382,0.088,20.246,0.065,19.959,0.156
208.45683,14.735378,6,25.139,1.259,24.471,0.613,22.39,0.197,22.121,0.321,21.854,0.667
208.457598,14.760514,3,18.632,0.048,16.707,0.005,15.677,0.003,15.262,0.004,14.894,0.008
208.453589,14.757362,6,24.313,1.4,22.249,0.116,21.924,0.137,21.424,0.18,22.222,0.883
208.451092,14.755406,3,22.818,0.663,23.424,0.402,21.998,0.181,21.244,0.187,22.38,1.21
208.44925,14.753537,6,24.809,1.455,22.809,0.19,22.053,0.155,21.476,0.191,22.818,1.034
208.467061,14.750238,6,21.262,0.138,20.051,0.019,19.559,0.019,19.43,0.03,19.223,0.074
208.438436,14.744916,6,24.617,1.531,22.567,0.155,21.584,0.103,21.79,0.253,21.016,0.381
208.444667,14.7485,6,24.813,1.41,22.232,0.108,20.89,0.053,20.481,0.074,20.147,0.165
208.446652,14.759407,6,21.804,0.232,21.496,0.063,20.74,0.05,20.591,0.087,20.875,0.345
208.457523,14.731104,3,21.827,0.273,21.141,0.056,20.141,0.036,19.692,0.046,19.428,0.121
208.45823,14.739571,3,24.35,1.378,22.913,0.195,21.497,0.09,20.353,0.067,19.565,0.1
208.46212,14.740126,3,23.363,0.938,22.082,0.115,20.323,0.039,19.724,0.044,19.268,0.095
208.464311,14.755909,3,23.564,1.796,22.018,0.184,20.347,0.065,19.692,0.07,19.344,0.174
208.459015,14.743135,6,24.484,1.545,23.885,0.496,23.032,0.393,21.5,0.207,22.161,0.944
208.449769,14.743847,6,17.811,0.012,16.55,0.004,16.096,0.004,15.961,0.004,15.892,0.006
208.450063,14.742028,3,23.481,0.838,22.461,0.146,21.064,0.069,20.678,0.076,20.116,0.157
208.45342,14.732894,6,17.599,0.011,15.761,0.004,15.058,0.003,14.829,0.003,14.722,0.004
208.448044,14.736076,6,24.371,0.971,22.627,0.126,21.034,0.053,19.75,0.028,19.054,0.049
208.457581,14.76049,3,18.636,0.045,16.78,0.005,15.756,0.003,15.337,0.004,14.981,0.007
208.464204,14.755877,3,24.215,1.242,22.797,0.194,21.05,0.068,20.58,0.07,20.125,0.16
208.453569,14.757336,3,23.372,0.678,22.049,0.09,21.891,0.127,21.539,0.145,21.862,0.574
208.454715,14.75806,6,24.277,0.945,23.326,0.23,23.976,0.606,23.933,0.762,22.955,0.677
208.456148,14.763375,6,23.54,0.659,24.335,0.483,23.347,0.391,22.935,0.42,21.04,0.263
208.462958,14.758769,3,24.97,1.153,24.671,0.693,22.398,0.209,23.592,0.809,22.371,0.817
208.456737,14.755617,3,25.518,0.997,25.023,0.843,22.749,0.321,22.432,0.377,22.829,0.983
208.460545,14.756112,3,25.39,1.24,25.484,0.881,23.623,0.737,22.528,0.45,22.049,0.997
208.460203,14.752862,3,24.323,1.111,24.673,0.694,23.191,0.393,22.742,0.412,23.075,0.83
208.452875,14.763984,3,23.96,1.374,24.666,1.021,23.101,0.494,24.115,1.472,22.723,1.178
208.467048,14.750211,6,21.389,0.118,20.056,0.018,19.592,0.017,19.448,0.022,19.335,0.061
208.438427,14.744841,6,23.696,0.787,22.481,0.121,21.686,0.099,21.366,0.117,21.295,0.351
208.444685,14.748467,6,25.823,0.582,22.2,0.089,20.923,0.049,20.373,0.046,20.275,0.136
208.446676,14.759392,6,22.59,0.341,21.462,0.052,20.906,0.051,20.617,0.061,20.513,0.183
208.449271,14.753555,3,23.947,0.975,22.118,0.095,21.864,0.125,21.863,0.194,21.446,0.417
208.451279,14.755361,3,21.583,0.512,21.506,0.194,20.369,0.109,20.968,0.304,20.24,0.56
208.455153,14.736091,3,24.385,1.647,22.168,0.141,20.888,0.073,19.944,0.05,19.436,0.109
208.456679,14.735289,6,24.868,0.963,24.545,0.529,23.852,0.554,21.706,0.145,21.585,0.398
208.457522,14.731045,3,22.671,0.484,21.259,0.058,20.166,0.035,19.782,0.039,19.413,0.096
208.458246,14.739561,6,25.073,0.915,22.795,0.145,21.509,0.08,20.437,0.048,19.736,0.085
208.462111,14.740079,3,25.529,0.941,22.054,0.101,20.257,0.035,19.72,0.033,19.388,0.082
208.452651,14.753117,3,22.136,0.559,22.065,0.209,21.079,0.137,20.405,0.12,19.92,0.272
208.466247,14.747048,6,23.217,0.553,23.942,0.39,22.519,0.202,23.104,0.496,21.584,0.424
208.451555,14.750168,3,23.1,0.586,23.136,0.245,22.574,0.25,21.571,0.162,21.382,0.433
208.452169,14.739509,3,26.483,0.73,23.188,0.432,22.63,0.427,21.102,0.174,20.774,0.451
208.462537,14.736863,3,22.839,0.553,23.649,0.44,22.412,0.246,21.873,0.239,20.86,0.337
208.45897,14.74307,3,23.562,0.925,24.655,0.794,24.146,0.901,21.75,0.209,22.713,0.993
208.491732,14.769287,3,23.637,1.029,24.352,0.637,21.281,0.081,20.517,0.082,20.749,0.317
208.489175,14.77064,3,23.334,0.919,24.154,0.64,22.658,0.308,21.77,0.281,21.783,0.829
208.463433,14.760529,6,25.549,1.043,22.985,0.217,21.593,0.102,21.18,0.144,20.588,0.259
208.463835,14.758575,6,25.457,1.074,24.012,0.468,22.991,0.33,21.619,0.206,20.82,0.299
208.465971,14.773958,6,21.193,0.13,20.173,0.021,19.692,0.02,19.616,0.035,19.446,0.09
208.475965,14.765625,3,20.917,0.143,20.124,0.028,19.654,0.028,19.354,0.04,19.17,0.118
208.495564,14.768101,6,21.515,0.168,20.799,0.034,20.553,0.041,20.369,0.068,20.794,0.301
208.477828,14.769732,3,22.187,0.336,21.473,0.065,20.483,0.043,20.215,0.066,19.793,0.145
208.47828,14.77446,3,23.315,0.838,22.66,0.173,21.767,0.126,21.059,0.135,20.778,0.326
208.482372,14.758653,6,22.014,0.259,22.206,0.103,21.708,0.109,21.62,0.205,22.808,0.952
208.48331,14.754089,3,22.594,0.55,21.443,0.075,20.754,0.064,20.296,0.082,20.53,0.337
208.48859,14.766481,6,25.221,1.162,21.431,0.054,20.085,0.028,19.071,0.022,18.558,0.042
208.467337,14.763161,3,25.983,0.985,22.638,0.215,21.294,0.103,21.152,0.182,20.177,0.247
208.478633,14.763133,6,23.247,0.709,23.795,0.391,22.232,0.171,21.975,0.281,21.456,0.503
208.483315,14.768022,3,26.163,0.678,23.734,0.43,21.708,0.121,20.657,0.095,20.019,0.17
208.481727,14.770486,6,24.678,1.549,24.342,0.669,22.649,0.285,21.318,0.175,21.646,0.692
208.481209,14.761118,6,22.74,0.501,24.206,0.571,22.279,0.192,21.625,0.219,20.551,0.259
208.482057,14.75585,6,24.539,1.354,25.431,0.678,23.847,0.636,21.759,0.232,21.57,0.549
208.488278,14.758732,3,24.449,1.545,23.687,0.441,22.483,0.255,20.945,0.129,20.952,0.413
208.463394,14.760545,6,25.735,0.666,23.126,0.21,21.581,0.091,21.672,0.151,21.526,0.415
208.463926,14.758652,6,24.827,0.971,24.965,0.59,23.878,0.567,23.395,0.582,21.004,0.253
208.46268,14.762374,3,23.954,1.123,25.136,0.814,22.94,0.362,21.601,0.175,20.558,0.234
208.461543,14.760699,6,25.108,0.978,22.959,0.183,22.515,0.207,22.143,0.231,22.04,0.584
208.459823,14.763052,6,24.074,0.947,23.342,0.248,22.801,0.26,22.541,0.32,22.715,0.727
208.45628,14.767573,6,24.914,1.111,23.504,0.305,22.732,0.265,23.778,0.824,22.35,0.724
208.461771,14.763777,3,24.407,1.21,25.29,0.751,22.688,0.267,22.88,0.501,23.244,0.801
208.465949,14.773938,6,21.402,0.119,20.202,0.019,19.687,0.019,19.561,0.024,19.452,0.067
208.467292,14.763192,6,22.949,0.484,22.912,0.19,21.616,0.1,21.081,0.097,21.29,0.378
208.47476,14.763422,3,23.542,0.951,22.665,0.192,22.041,0.18,22.237,0.334,21.606,0.602
208.461794,14.769424,3,21.837,0.763,21.913,0.333,20.601,0.158,20.762,0.299,20.259,0.68
208.463931,14.773104,6,23.719,0.729,25.572,0.546,24.27,0.699,22.038,0.197,23.157,0.65
208.47199,14.780236,6,24.46,1.017,25.53,0.578,25.325,0.721,24.452,0.854,20.904,0.245
208.475154,14.777771,3,25.816,2.14,22.443,0.378,22.145,0.453,20.699,0.197,21.076,0.965
208.488609,14.766461,6,25.034,0.925,21.357,0.046,20.07,0.025,19.095,0.017,18.502,0.032
208.483286,14.768004,3,25.332,1.134,24.785,0.83,21.75,0.133,20.45,0.066,20.01,0.154
208.481616,14.770567,3,24.792,0.966,24.8,0.579,24.042,0.632,21.671,0.141,22.258,0.603
208.48237,14.769116,6,23.722,0.724,24.421,0.504,22.549,0.201,22.188,0.222,21.882,0.493
208.486151,14.770182,3,24.048,1.164,24.139,0.587,23.259,0.478,21.481,0.158,22.323,0.869
208.486189,14.771094,3,24.652,1.185,23.561,0.343,22.282,0.189,22.134,0.258,21.944,0.634
208.489052,14.770458,6,23.604,0.759,24.382,0.562,22.407,0.196,22.318,0.277,21.888,0.574
208.495574,14.768075,6,21.426,0.12,20.885,0.032,20.641,0.04,20.457,0.05,20.457,0.163
208.495206,14.769307,3,24.581,1.755,25.043,1.091,22.005,0.21,21.383,0.188,21.925,0.92
208.494123,14.769686,3,25.069,1.176,24.46,0.668,24.93,0.968,21.929,0.25,22.073,0.702
208.475971,14.765638,3,21.538,0.209,20.242,0.029,19.704,0.028,19.444,0.034,19.632,0.141
208.477839,14.769684,3,21.902,0.23,21.277,0.055,20.476,0.043,20.24,0.054,20,0.15
208.478137,14.774523,3,23.403,0.744,22.653,0.17,21.709,0.119,21.047,0.102,20.482,0.209
208.477257,14.752689,3,23.73,0.815,22.662,0.146,23.185,0.378,21.817,0.178,22.22,0.658
208.48241,14.758578,6,22.732,0.354,22.234,0.092,21.782,0.102,21.598,0.133,21.454,0.361
208.483298,14.754126,3,22.276,0.347,21.459,0.069,20.715,0.057,20.305,0.062,20.248,0.203
208.491735,14.769199,3,25.052,1.914,22.246,0.193,20.82,0.084,19.945,0.061,19.389,0.129
208.491831,14.766116,3,26.959,2.364,21.968,0.723,20.541,0.313,19.536,0.152,18.285,0.237
208.485149,14.762288,3,25.451,0.796,23.678,0.327,21.99,0.13,21.222,0.101,20.658,0.201
208.488334,14.758827,3,23.287,0.728,23.666,0.42,22.003,0.163,20.822,0.089,20.556,0.244
208.478749,14.763079,6,26.013,0.488,24.739,0.565,22.983,0.288,21.587,0.131,21.128,0.279
208.481147,14.761142,3,23.858,1.049,23.31,0.307,22.476,0.245,21.688,0.192,21.516,0.533
208.481928,14.755848,3,25.135,1.031,23.941,0.43,23.573,0.527,21.942,0.205,21.265,0.36
208.588566,14.694411,3,19.609,0.07,17.659,0.007,16.596,0.005,16.167,0.005,15.776,0.01
208.595184,14.717776,6,20.079,0.05,18.811,0.009,18.278,0.008,18.069,0.01,17.968,0.026
208.580519,14.720375,3,24.242,1.616,22.406,0.167,22.44,0.296,22.809,0.752,20.92,0.467
208.580321,14.696398,3,24.214,1.386,21.904,0.094,21.32,0.094,20.958,0.127,21.639,0.725
208.582989,14.693501,3,22.108,0.306,22.114,0.111,22.026,0.178,21.174,0.155,20.591,0.301
208.590078,14.703415,3,21.078,0.188,20.042,0.03,18.98,0.019,18.531,0.022,18.253,0.063
208.587093,14.700744,3,24.46,1.473,21.873,0.091,21.015,0.073,20.561,0.089,20.416,0.262
208.588077,14.702204,6,23.669,0.928,23.063,0.221,22.251,0.192,23.449,0.92,23.304,0.922
208.592183,14.708309,3,25.65,0.858,23.377,0.28,21.783,0.125,20.685,0.088,20.106,0.168
208.588566,14.694418,3,19.576,0.061,17.708,0.007,16.66,0.005,16.207,0.005,15.849,0.009
208.589461,14.695891,6,23.284,0.652,22.467,0.14,21.365,0.087,21.14,0.108,21.221,0.374
208.582917,14.693493,3,23.276,0.744,22.363,0.144,21.727,0.132,21.39,0.15,22.373,0.933
208.58517,14.694054,3,24.882,1.108,25.208,0.71,22.65,0.248,23.777,0.81,22.061,0.65
208.595188,14.71778,6,20.142,0.046,18.804,0.008,18.261,0.008,18.07,0.009,17.959,0.021
208.580374,14.720424,3,23.264,1.193,22.013,0.167,21.623,0.188,21.942,0.397,20.962,0.565
208.580283,14.696354,3,22.487,0.403,21.831,0.093,21.304,0.092,21.147,0.125,20.671,0.286
208.589159,14.725597,3,25.388,0.876,22.77,0.161,22.263,0.168,22.616,0.341,21.248,0.344
208.590054,14.703389,3,20.972,0.159,20.046,0.03,18.97,0.018,18.526,0.019,18.195,0.049
208.587158,14.700742,3,22.894,0.598,21.633,0.082,20.74,0.059,20.423,0.068,20.089,0.174
208.588022,14.702218,6,25.151,0.94,23.006,0.192,21.993,0.13,21.878,0.175,22.435,0.684
208.592127,14.708319,6,23.704,0.719,23.181,0.206,21.883,0.111,20.925,0.072,20.45,0.157
208.576125,14.703728,6,25.871,0.543,24.294,0.465,22.564,0.2,25.172,0.608,23.467,0.566
208.585086,14.70413,3,24.226,1.35,23.072,0.275,22.047,0.179,22.012,0.268,22.197,0.889
208.588109,14.717498,6,24.972,0.927,23.282,0.222,22.566,0.201,23.129,0.462,22.145,0.562
