_RAJ2000,_DEJ2000,cl,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag
208.478388,14.684286,6,24.842,1.459,23.008,0.235,21.783,0.128,21.723,0.246,21.085,0.423
208.487152,14.685384,3,22.853,0.59,23.448,0.35,21.635,0.116,20.686,0.1,20.11,0.187
208.463195,14.68266,3,22.984,0.874,21.757,0.118,22.029,0.243,21.549,0.248,23.474,1.206
208.460861,14.692801,6,23.693,0.72,24.028,0.388,23.248,0.355,21.996,0.188,21.408,0.349
208.48266,14.685506,6,21.612,0.141,19.284,0.011,18.339,0.008,17.984,0.008,17.789,0.019
208.482884,14.681844,3,21.786,0.196,21.428,0.057,20.954,0.061,20.627,0.071,21.466,0.462
208.484991,14.680185,6,23.733,0.721,22.843,0.148,21.99,0.121,21.638,0.136,21.653,0.413
208.482481,14.68121,6,25.04,0.896,23.728,0.31,22.705,0.225,21.973,0.183,21.972,0.509
208.483977,14.681845,6,24.161,0.95,22.823,0.159,22.576,0.214,22.449,0.295,21.63,0.445
208.470908,14.702075,3,23.832,0.881,22.696,0.153,21.278,0.073,20.984,0.086,20.228,0.147
208.472058,14.703014,3,23.552,0.755,22.987,0.197,22.3,0.182,21.721,0.168,22.276,0.693
208.467659,14.678712,6,23.386,0.583,22.419,0.106,21.813,0.106,21.677,0.145,21.824,0.476
208.469697,14.695842,3,22.463,0.368,22.952,0.222,22.247,0.199,22.192,0.294,23.411,0.809
208.475032,14.681131,3,22.094,0.433,20.938,0.063,19.998,0.043,19.642,0.05,19.407,0.144
208.477925,14.694251,3,24.165,1.302,21.828,0.09,21.039,0.073,20.575,0.075,20.143,0.173
208.478372,14.684365,3,24.045,1.107,22.795,0.192,21.801,0.131,21.959,0.238,21.643,0.567
208.484092,14.701004,6,22.618,0.345,22.152,0.09,21.767,0.107,21.488,0.129,21.691,0.462
208.485217,14.694216,3,22.305,0.529,20.734,0.054,19.947,0.042,19.659,0.052,19.667,0.184
208.491678,14.686457,3,24.761,1.419,22.25,0.13,20.767,0.059,20.096,0.05,19.575,0.105
208.472585,14.700336,6,23.592,0.659,23.424,0.242,21.858,0.108,20.896,0.071,20.434,0.154
208.472093,14.684443,3,25.781,0.749,23.661,0.374,22.318,0.197,22.11,0.256,21.997,0.657
208.479365,14.686178,3,24.574,1.137,23.333,0.265,22.375,0.195,22.416,0.315,21.69,0.513
208.487171,14.685335,3,24.309,1.152,23.136,0.236,21.494,0.093,20.778,0.078,20.122,0.148
208.48376,14.677696,3,25.453,0.954,24.249,0.583,23.604,0.59,21.764,0.197,22.693,0.908
208.469278,14.681739,6,25.373,0.751,25.706,0.492,25.476,0.636,25.301,0.574,20.548,0.169
208.512918,14.680831,6,16.998,0.008,15.207,0.003,14.499,0.003,14.211,0.003,14.083,0.004
208.515802,14.681639,6,23.838,1.062,21.205,0.046,19.827,0.023,19.151,0.024,18.856,0.055
208.524348,14.680888,6,19.763,0.041,18.625,0.008,18.198,0.008,18.006,0.01,17.919,0.025
208.510147,14.694109,3,23.161,0.859,22.385,0.165,21.271,0.098,20.392,0.087,20.612,0.348
208.508442,14.693341,3,24.659,1.61,21.775,0.09,21.049,0.075,20.616,0.1,21.157,0.517
208.511715,14.686845,3,25.059,1.36,24.074,0.548,21.554,0.106,20.785,0.106,20.326,0.221
208.516477,14.702492,6,26.286,0.597,22.558,0.162,21.067,0.07,20.424,0.078,19.989,0.168
208.518536,14.702841,6,24.25,1.327,22.918,0.211,22.259,0.192,21.167,0.146,22.827,1.059
208.518626,14.701167,3,23.519,0.897,22.164,0.107,21.674,0.112,22.706,0.558,22.079,0.829
208.515284,14.685816,3,24.887,1.488,22.458,0.154,21.395,0.096,22.496,0.511,23.356,1.039
208.518644,14.692107,3,25.98,0.959,22.203,0.145,20.361,0.046,19.542,0.043,19.085,0.093
208.518801,14.690011,3,24.187,1.439,22.24,0.13,21.392,0.098,20.814,0.116,21.839,0.831
208.523988,14.687246,3,22.125,0.391,21.991,0.131,20.006,0.037,19.342,0.039,19.049,0.098
208.524205,14.685679,6,22.548,0.426,22.217,0.117,21.952,0.149,20.725,0.099,20.378,0.228
208.523447,14.683656,6,24.083,1.152,22.038,0.09,21.527,0.092,21.633,0.205,22.293,0.842
208.526667,14.695984,3,23.36,0.957,22.63,0.197,21.707,0.14,22.102,0.394,21.396,0.651
208.529118,14.679349,3,21.84,0.248,21.345,0.06,21.158,0.08,20.582,0.094,20.385,0.254
208.535357,14.692295,3,23.433,1.023,22.205,0.139,21.236,0.094,20.717,0.116,21.451,0.706
208.505855,14.695532,3,22.844,0.611,23.948,0.546,21.542,0.114,20.869,0.124,19.488,0.115
208.520821,14.689555,6,23.901,1.362,23.185,0.321,21.651,0.133,21.059,0.154,20.937,0.447
208.526399,14.688828,3,24.661,2.063,22.735,0.273,20.301,0.049,19.557,0.049,19.318,0.136
208.526965,14.699764,6,24.436,1.273,24.538,0.619,23.143,0.378,21.519,0.186,21.662,0.583
208.525208,14.677374,3,24.653,2.519,23.841,0.814,22.138,0.303,20.538,0.141,19.689,0.221
208.512919,14.680809,6,17.017,0.008,15.228,0.003,14.511,0.003,14.237,0.003,14.096,0.004
208.515794,14.681623,6,24.351,0.931,21.083,0.036,19.773,0.02,19.104,0.017,18.798,0.039
208.510396,14.680908,6,25.593,0.688,24.418,0.514,22.332,0.169,21.989,0.193,22.005,0.553
208.524342,14.680867,6,19.728,0.034,18.653,0.008,18.192,0.007,17.989,0.008,17.936,0.021
208.529111,14.679257,3,21.685,0.163,21.328,0.049,21.304,0.076,20.754,0.072,20.257,0.156
208.531868,14.695698,6,22.103,0.205,24.519,0.511,23.441,0.409,24.025,0.76,22.034,0.524
208.505772,14.695529,3,25.174,1.097,22.887,0.202,21.502,0.098,21.059,0.103,20.113,0.151
208.510192,14.694098,3,24.644,1.448,22.542,0.175,21.25,0.09,20.628,0.081,20.424,0.231
208.508457,14.693301,3,23.753,0.983,21.757,0.079,21.103,0.072,20.733,0.08,20.564,0.232
208.508632,14.695519,6,24.26,0.917,24.053,0.391,22.711,0.225,23.926,0.743,22.247,0.586
208.511736,14.686791,3,22.47,0.492,22.66,0.237,20.995,0.088,20.383,0.08,20.393,0.28
208.513442,14.692263,6,25.401,0.835,23.09,0.209,22.989,0.313,21.841,0.179,21.545,0.438
208.51649,14.702438,3,25.829,0.632,22.425,0.119,20.983,0.056,20.345,0.049,19.945,0.115
208.51528,14.685807,3,22.874,0.454,22.62,0.151,21.511,0.094,21.091,0.101,20.712,0.236
208.513726,14.686704,3,25.701,0.701,22.733,0.155,22.649,0.24,23.196,0.567,22.558,0.747
208.518599,14.70115,6,23.204,0.527,22.306,0.101,21.705,0.098,21.83,0.168,21.865,0.5
208.519443,14.704225,3,24.784,0.981,23.207,0.213,22.538,0.202,21.896,0.175,22.349,0.633
208.51855,14.702929,3,25.454,0.725,22.68,0.132,22.279,0.156,21.923,0.174,22.947,0.663
208.518672,14.692071,3,24.535,1.241,22.196,0.112,20.389,0.038,19.678,0.032,19.236,0.071
208.518779,14.689996,3,24.092,1.286,22.038,0.113,21.3,0.093,20.729,0.089,22.175,0.909
208.520826,14.689589,3,24.945,1.121,24.33,0.587,21.684,0.109,21.153,0.106,21.295,0.396
208.523969,14.687228,3,23.765,1.223,22.021,0.126,19.96,0.033,19.349,0.03,19.095,0.082
208.526404,14.688827,3,25.628,1.096,21.836,0.105,20.37,0.046,19.743,0.042,19.272,0.097
208.52344,14.683646,6,22.791,0.367,22.005,0.075,21.602,0.086,21.545,0.124,22.753,0.665
208.524221,14.685439,6,23.701,0.742,22.406,0.104,23.879,0.559,23.293,0.529,20.83,0.213
208.526703,14.695871,3,25.578,1.566,21.8,0.136,21.206,0.127,21.71,0.313,22.162,1.318
208.529809,14.693806,3,24.498,1.102,22.936,0.187,22.204,0.163,22.022,0.212,21.513,0.427
208.535291,14.692283,3,22.63,0.414,21.765,0.079,21.504,0.101,20.862,0.089,20.935,0.317
208.525201,14.677357,3,26.644,0.438,24.24,0.701,21.702,0.138,20.996,0.116,20.126,0.186
208.507711,14.697343,3,23.019,0.584,23.15,0.274,22.469,0.245,21.476,0.158,21.167,0.4
208.526959,14.699715,6,24.923,0.927,25.226,0.584,22.91,0.267,21.599,0.13,20.743,0.199
208.537719,14.695734,3,21.098,0.145,19.224,0.013,18.192,0.009,17.731,0.01,17.381,0.022
208.527393,14.704247,6,23.992,1.098,20.76,0.032,19.239,0.015,18.029,0.01,17.363,0.017
208.524845,14.712255,6,23.197,0.685,22.856,0.19,22.188,0.175,21.948,0.284,21.505,0.554
208.529442,14.707348,3,24.286,1.596,22.281,0.148,21.221,0.093,20.849,0.13,21.23,0.588
208.530395,14.711839,3,21.696,0.24,21.25,0.062,20.532,0.052,20.128,0.07,20.125,0.229
208.531777,14.704751,3,22.595,0.527,22.208,0.142,20.624,0.056,20.139,0.071,19.683,0.155
208.534083,14.707958,3,23.718,1.152,23.968,0.557,21.88,0.157,22.406,0.495,22.002,0.931
208.53558,14.712991,3,24.735,1.778,22.324,0.161,21.363,0.111,21.112,0.174,20.931,0.478
208.536837,14.715514,6,25.696,0.81,22.598,0.143,21.001,0.059,20.143,0.055,19.674,0.108
208.541707,14.690875,6,23.968,1.118,21.161,0.046,19.865,0.024,18.869,0.02,18.353,0.038
208.542848,14.691193,6,24.435,1.281,22.228,0.108,20.997,0.061,20.297,0.064,20.007,0.152
208.54468,14.70689,3,21.947,0.446,22.086,0.2,21.232,0.146,20.717,0.176,20.425,0.458
208.546734,14.723003,6,23.185,0.653,21.692,0.069,20.804,0.052,20.582,0.083,20.607,0.258
208.550701,14.700319,3,23.457,1.121,21.382,0.074,20.302,0.046,19.705,0.052,19.218,0.111
208.554131,14.700533,3,24.718,1.62,21.905,0.104,20.66,0.056,20.041,0.062,19.69,0.149
208.556763,14.704345,3,24.614,2.412,21.775,0.138,20.401,0.064,20.039,0.089,19.78,0.241
208.560436,14.705434,3,24.32,1.967,21.753,0.116,21.185,0.112,21.308,0.24,20.928,0.584
208.526941,14.713995,3,23.716,1.168,23.595,0.435,21.596,0.124,21.281,0.185,21.201,0.542
208.538151,14.720689,3,23.355,1.003,23.24,0.356,21.809,0.167,20.67,0.118,20.717,0.396
208.556602,14.709535,6,26.719,0.379,24.143,0.562,22.203,0.191,21.004,0.129,20.401,0.236
208.537723,14.695719,3,21.263,0.142,19.236,0.013,18.188,0.008,17.764,0.008,17.405,0.018
208.539855,14.695408,6,23.97,0.833,24.458,0.506,23.088,0.313,22.158,0.213,21.221,0.299
208.527396,14.704236,6,22.736,0.34,20.751,0.028,19.262,0.014,18.019,0.008,17.368,0.014
208.541724,14.690873,6,23.761,0.729,21.407,0.047,19.973,0.023,18.952,0.015,18.408,0.029
208.542865,14.691193,6,23.955,0.821,22.408,0.106,21.069,0.055,20.372,0.046,20.114,0.117
208.554277,14.710293,3,21.521,0.146,25.335,0.687,24.805,0.887,23.905,0.847,23.364,0.7
208.524858,14.712293,3,23.998,1.004,22.789,0.178,22.641,0.253,22.05,0.233,22.908,0.85
208.529516,14.707317,3,23.023,0.65,22.151,0.131,21.122,0.083,20.693,0.089,20.736,0.318
208.530376,14.711807,3,21.946,0.247,21.184,0.053,20.6,0.05,20.182,0.053,20.015,0.159
208.531805,14.704733,3,24.795,1.51,22.046,0.122,20.535,0.05,20.103,0.054,19.516,0.11
208.531872,14.701054,3,22.656,0.324,23.048,0.179,22.766,0.237,22.108,0.202,21.449,0.355
208.534103,14.707916,3,22.796,0.365,22.709,0.135,21.833,0.106,21.531,0.122,21.273,0.309
208.534161,14.700507,3,23.251,1.286,22.019,0.187,24.02,1.517,22.256,0.587,21.094,0.715
208.535691,14.712994,3,23.674,0.82,23.009,0.204,22.021,0.143,21.608,0.151,22.309,0.703
208.536833,14.715485,6,23.805,0.764,22.433,0.108,20.996,0.052,20.12,0.037,19.512,0.071
208.541022,14.722386,6,23.689,0.737,23.089,0.201,23.201,0.363,23.223,0.534,21.611,0.434
208.546729,14.722965,6,22.771,0.352,21.795,0.064,20.843,0.046,20.547,0.052,20.614,0.179
208.544623,14.696665,6,23.687,0.69,23.062,0.183,22.048,0.127,22.244,0.227,21.921,0.491
208.550698,14.700287,3,22.161,0.358,21.394,0.075,20.184,0.041,19.598,0.038,19.294,0.099
208.553095,14.717233,3,22.657,0.326,23.048,0.183,22.515,0.192,22.322,0.243,22.281,0.598
208.554161,14.700525,3,22.365,0.461,21.574,0.096,20.307,0.049,19.823,0.05,19.765,0.165
208.556891,14.704412,3,22.194,0.419,21.858,0.13,20.615,0.068,20.309,0.081,19.491,0.139
208.559015,14.706651,3,22.37,0.266,22.953,0.178,22.025,0.13,21.645,0.142,21.873,0.513
208.560403,14.705271,3,25.139,1.057,22.412,0.129,21.729,0.115,21.602,0.164,22.541,0.834
208.527062,14.713969,6,23.82,0.803,23.84,0.363,22.031,0.132,21.348,0.11,21.546,0.403
208.538149,14.72068,3,24.285,1.093,23.597,0.336,22.15,0.161,21.193,0.105,20.63,0.211
208.544821,14.706807,3,22.808,0.589,22.693,0.221,21.465,0.121,20.77,0.104,20.692,0.324
208.548167,14.706502,6,25.506,0.715,25.314,0.586,22.728,0.23,23.59,0.633,22.803,0.669
208.556552,14.709525,6,25.478,0.726,25.558,0.549,22.353,0.166,21.339,0.103,21.114,0.272
208.548564,14.709811,6,23.348,0.559,23.858,0.347,23.014,0.293,21.824,0.157,21.188,0.29
208.550773,14.710806,6,23.508,0.704,23.861,0.406,22.955,0.317,22.037,0.219,21.76,0.532
208.550864,14.70333,3,22.596,0.422,23.376,0.336,23.436,0.574,21.601,0.182,21.804,0.657
208.487604,14.714252,6,20.409,0.068,19.376,0.012,19.087,0.013,18.995,0.021,18.959,0.06
208.489526,14.712807,3,25.7,1.093,21.841,0.096,21.158,0.083,20.589,0.097,23.005,1.222
208.479987,14.706294,3,22.291,0.467,21.159,0.066,20.255,0.046,19.958,0.067,19.893,0.218
208.482613,14.712239,3,23.125,0.837,22.04,0.123,20.143,0.037,19.543,0.042,19.291,0.108
208.481673,14.713075,6,24.856,1.453,22.966,0.229,21.562,0.108,20.557,0.087,20.002,0.166
208.481138,14.710036,3,24.888,1.595,23.227,0.321,21.478,0.109,21.063,0.148,20.232,0.231
208.484511,14.708613,3,25.054,1.574,22.291,0.145,20.985,0.073,20.674,0.108,20.838,0.402
208.489975,14.704562,3,24.751,1.708,22.381,0.163,20.845,0.066,20.135,0.068,19.945,0.191
208.488964,14.707622,6,25.459,1.233,21.761,0.086,21.234,0.085,21.286,0.178,20.377,0.25
208.492324,14.707882,3,24.324,1.578,24.07,0.62,21.286,0.092,20.745,0.112,22.226,1.081
208.493474,14.722813,3,22.46,0.583,20.997,0.062,19.163,0.02,18.541,0.021,18.12,0.048
208.496436,14.725502,3,22.344,0.542,20.369,0.037,19.051,0.019,18.491,0.021,18.065,0.047
208.496381,14.7194,3,26.163,0.615,22.095,0.099,20.619,0.044,19.932,0.047,19.718,0.119
208.500792,14.726084,3,24.801,1.729,22.336,0.161,21.049,0.081,20.479,0.095,20.501,0.322
208.503369,14.722536,6,22.324,0.322,22.195,0.103,22.041,0.146,21.371,0.163,21.198,0.406
208.504035,14.716321,3,22.313,0.406,21.668,0.086,20.418,0.046,20.048,0.063,19.707,0.154
208.512678,14.707131,3,21.949,0.351,21.291,0.075,20.376,0.052,20.265,0.09,19.467,0.152
208.515734,14.710849,6,22.333,0.346,21.414,0.057,20.997,0.063,21.037,0.129,20.706,0.294
208.488059,14.702201,3,22.597,0.611,22.43,0.191,21.614,0.149,21.357,0.233,20.925,0.51
208.495911,14.696685,6,26.341,0.588,23.278,0.299,21.94,0.15,21.198,0.155,20.503,0.26
208.50055,14.720472,6,26.067,0.668,23.183,0.248,22.362,0.2,22.528,0.466,21.755,0.648
208.507063,14.711298,3,23.458,1.579,26.732,0.635,21.587,0.191,23.34,1.65,20.956,0.704
208.511319,14.712026,3,23.581,0.87,23.303,0.262,21.37,0.081,20.966,0.113,20.236,0.178
208.487618,14.714213,6,20.343,0.052,19.424,0.012,19.109,0.013,19.008,0.016,19.059,0.049
208.489587,14.71279,3,22.532,0.359,21.809,0.078,21.365,0.085,20.881,0.085,20.817,0.281
208.489782,14.714281,6,25.846,0.555,25,0.585,25.437,0.654,23.343,0.553,21.082,0.267
208.49866,14.695182,3,21.365,0.62,23.838,1.958,21.882,0.563,20.827,0.331,19.984,0.681
208.480016,14.706242,3,22.161,0.361,21.237,0.066,20.282,0.045,20.029,0.056,19.865,0.17
208.481143,14.710047,3,24.169,1.042,23.068,0.215,21.544,0.094,20.954,0.086,21.166,0.338
208.482629,14.712197,3,23.122,0.757,21.969,0.115,20.091,0.036,19.485,0.033,19.171,0.084
208.481663,14.713071,6,24.219,0.921,23.407,0.245,21.398,0.074,20.591,0.056,20.243,0.132
208.484535,14.708626,3,22.943,0.533,22.352,0.131,20.984,0.064,20.759,0.081,20.47,0.214
208.487908,14.702351,3,25.986,0.698,22.788,0.198,21.836,0.139,21.284,0.134,21.424,0.5
208.489965,14.704548,3,22.688,0.445,22.606,0.173,20.893,0.061,20.184,0.051,19.874,0.132
208.488942,14.70758,3,22.052,0.211,21.838,0.069,21.53,0.087,21.295,0.107,21.072,0.285
208.49348,14.722783,3,24.412,1.828,20.857,0.052,19.131,0.019,18.487,0.017,18.062,0.038
208.492334,14.707765,3,24.375,1.301,22.675,0.181,21.265,0.085,21.002,0.106,20.619,0.255
208.4948,14.711875,3,23.375,0.575,25.226,0.58,22.646,0.215,25.768,0.406,23.836,0.454
208.49644,14.725473,3,22.161,0.392,20.426,0.036,19.026,0.017,18.504,0.017,18.144,0.045
208.496372,14.71937,3,22.912,0.481,21.766,0.074,20.534,0.041,20.033,0.04,19.806,0.109
208.493819,14.719683,6,23.961,0.931,23.459,0.287,22.762,0.264,22.94,0.46,23.012,0.767
208.50074,14.725933,3,22.3,0.334,22.22,0.133,21.176,0.083,20.637,0.081,20.483,0.24
208.500614,14.720528,6,24.9,0.987,22.561,0.126,22.216,0.154,22.166,0.225,21.776,0.478
208.503388,14.722488,6,22.539,0.308,22.217,0.094,21.642,0.094,21.418,0.117,21.736,0.462
208.504009,14.71633,3,22.514,0.414,21.408,0.066,20.445,0.045,20.072,0.05,19.672,0.12
208.505793,14.697807,3,23.29,0.726,22.712,0.187,22.156,0.188,21.722,0.202,21.403,0.49
208.512717,14.707092,3,22.887,0.612,21.603,0.083,20.607,0.054,20.234,0.061,19.985,0.172
208.515748,14.710805,6,23.35,0.558,21.507,0.051,21.171,0.061,20.989,0.078,20.868,0.224
208.49096,14.709947,3,22.542,0.395,23.169,0.28,21.993,0.164,21.64,0.189,21.199,0.424
208.495964,14.69682,3,24.525,0.964,24.09,0.401,22.597,0.204,21.609,0.132,21.526,0.375
208.506941,14.711282,6,26.149,0.5,23.55,0.309,22.293,0.175,21.984,0.206,21.062,0.302
208.511369,14.712015,3,22.968,0.459,23.127,0.213,21.494,0.086,20.833,0.073,20.747,0.223
208.52055,14.739638,3,20.328,0.096,18.491,0.009,17.478,0.006,17.043,0.007,16.69,0.016
208.525066,14.731061,3,20.925,0.205,19.077,0.017,17.733,0.009,17.209,0.01,16.891,0.023
208.524227,14.72835,6,25.216,1.152,22.513,0.141,21.31,0.081,20.949,0.116,20.437,0.225
208.52761,14.729875,6,24.643,1.344,23.145,0.242,21.903,0.136,21.769,0.24,22.925,0.999
208.510816,14.729292,3,19.778,0.089,18.731,0.015,18.507,0.018,18.403,0.029,18.38,0.106
208.508747,14.729188,3,22.953,0.637,21.658,0.076,20.706,0.053,20.503,0.085,20.094,0.188
208.502874,14.729243,3,23.115,0.692,22.761,0.188,21.215,0.079,20.975,0.126,20.542,0.266
208.515417,14.729438,3,21.903,0.392,21.445,0.101,20.749,0.085,20.61,0.143,19.963,0.287
208.515423,14.727985,6,23.737,0.99,23.927,0.432,22.251,0.178,22.364,0.395,20.98,0.339
208.514585,14.718009,3,26.423,0.714,20.922,0.052,19.287,0.02,18.711,0.023,18.336,0.052
208.519871,14.734934,6,22.916,0.548,22.668,0.162,21.477,0.094,20.968,0.118,21.126,0.41
208.525206,14.742211,3,22.957,0.648,22.378,0.146,21.715,0.134,22.237,0.419,20.864,0.388
208.523484,14.715819,3,23.583,1.137,21.51,0.077,20.332,0.043,19.939,0.058,19.345,0.114
208.525781,14.718662,3,22.321,0.452,21.648,0.095,19.954,0.035,19.335,0.038,18.965,0.089
208.526716,14.72541,6,22.931,0.567,22.037,0.099,21.252,0.081,21.141,0.144,20.022,0.166
208.529705,14.717739,3,23.81,1.47,24.627,1.021,21.406,0.123,20.984,0.166,20.538,0.366
208.533121,14.72929,3,22.143,0.47,21.324,0.086,20.697,0.079,20.941,0.191,20.179,0.319
208.523091,14.724061,6,22.279,0.34,23.129,0.261,21.996,0.16,21.725,0.251,21.539,0.622
208.530235,14.726697,3,24.532,1.637,23.226,0.331,21.642,0.133,20.573,0.099,19.895,0.179
208.533124,14.726141,6,25.486,0.993,23.259,0.26,21.956,0.14,21.391,0.169,20.905,0.33
208.527181,14.722186,3,24.577,1.595,23.9,0.547,22.157,0.204,21.001,0.143,20.619,0.326
208.520556,14.739621,3,20.253,0.081,18.512,0.009,17.508,0.006,17.055,0.006,16.723,0.014
208.525074,14.731051,3,21.242,0.24,19.119,0.017,17.75,0.009,17.212,0.008,16.898,0.02
208.524229,14.728309,6,24.215,1.228,22.077,0.107,21.038,0.069,20.578,0.07,20.385,0.2
208.527694,14.729825,6,25.358,0.778,23.347,0.239,22.539,0.199,21.857,0.164,22.077,0.554
208.510712,14.729111,3,20.102,0.112,18.876,0.017,18.627,0.02,18.427,0.027,18.396,0.09
208.508744,14.729195,3,22.307,0.303,21.61,0.067,20.774,0.052,20.485,0.061,20.371,0.202
208.508452,14.730361,6,25.338,0.788,25.226,0.597,23.032,0.301,22.249,0.232,21.576,0.42
208.511231,14.729735,6,22.12,0.254,21.237,0.05,21.178,0.074,21.143,0.108,22.028,0.672
208.5029,14.729236,3,25.034,1.086,23.029,0.213,21.485,0.091,20.784,0.075,20.565,0.208
208.514585,14.717977,3,22.667,0.551,20.889,0.049,19.276,0.02,18.677,0.018,18.412,0.046
208.515369,14.729488,3,21.765,0.405,21.308,0.11,20.426,0.079,20.38,0.12,20.316,0.403
208.515505,14.727952,6,24.313,0.962,23.581,0.288,22.291,0.159,22.191,0.221,22.269,0.599
208.519922,14.734951,6,24.125,1.001,22.65,0.144,21.317,0.074,21.185,0.099,20.841,0.241
208.523119,14.724037,3,23.092,0.662,22.51,0.169,21.499,0.111,21.182,0.131,21.734,0.685
208.525163,14.742241,3,22.681,0.45,22.482,0.157,21.839,0.144,21.219,0.129,21.334,0.463
208.523484,14.715792,3,23.106,0.713,21.608,0.083,20.326,0.043,19.924,0.046,19.476,0.107
208.525759,14.718642,3,23.631,1.037,21.562,0.078,20.011,0.032,19.358,0.028,19.058,0.074
208.526805,14.725378,3,23.286,0.709,21.76,0.081,21.11,0.072,20.829,0.087,20.629,0.252
208.52972,14.717678,3,23.424,0.784,22.158,0.114,21.523,0.104,22.24,0.302,21.635,0.568
208.533108,14.729312,3,23.291,0.572,21.864,0.071,21.509,0.084,21.177,0.094,21.217,0.314
208.533055,14.726133,3,23.365,0.572,23.157,0.201,21.898,0.113,21.491,0.118,20.729,0.199
208.527287,14.72218,3,23.426,0.713,23.572,0.349,21.981,0.144,21.125,0.105,20.486,0.205
208.530052,14.726767,3,24.101,1.032,23.543,0.325,22.021,0.144,20.672,0.067,19.797,0.106
208.529385,14.728669,3,26.939,0.516,24.521,1.24,22.521,0.421,20.975,0.167,21.144,0.673
208.529469,14.738811,3,25.669,0.967,22.798,0.221,25.08,1.1,24.684,1.168,21.471,0.565
208.443644,14.694744,3,19.451,0.048,18.56,0.01,18.24,0.01,17.915,0.014,17.922,0.046
208.427188,14.703709,3,21.5,0.258,22.306,0.193,20.914,0.087,20.341,0.1,19.984,0.247
208.432265,14.697075,3,26.131,0.927,21.791,0.108,19.867,0.032,19.047,0.029,18.71,0.07
208.434545,14.688422,3,24.711,1.509,22.555,0.158,21.446,0.094,20.657,0.093,20.872,0.342
208.435309,14.694121,3,22.089,0.353,22.485,0.182,21.138,0.086,20.838,0.128,20.73,0.382
208.434854,14.706081,3,24.632,1.544,23.662,0.403,22.095,0.167,20.884,0.114,20.131,0.181
208.446357,14.690685,6,24.823,1.354,23.608,0.341,22.662,0.245,21.68,0.213,22.751,0.926
208.443639,14.694719,3,19.454,0.044,18.565,0.01,18.29,0.01,18.013,0.012,17.992,0.039
208.427139,14.703638,3,24.831,1.801,21.834,0.114,21.127,0.096,20.288,0.073,19.957,0.189
208.432251,14.69704,3,21.947,0.348,21.385,0.085,19.649,0.03,18.853,0.024,18.528,0.059
208.434574,14.688376,3,23.891,1.203,22.09,0.117,21.132,0.08,20.552,0.076,20.723,0.301
208.435219,14.694071,3,22.756,0.562,22.284,0.16,21.173,0.09,20.811,0.107,20.914,0.371
208.434725,14.706112,6,25.37,0.882,23.294,0.246,22.02,0.135,20.872,0.077,20.305,0.155
208.437434,14.694473,6,22.93,0.483,23.628,0.339,22.236,0.171,21.733,0.171,21.184,0.338
208.446436,14.690714,3,25.193,1.026,24.131,0.484,22.604,0.235,21.832,0.187,23.182,0.742
208.462604,14.707062,3,21.916,0.325,19.492,0.016,18.45,0.011,18.02,0.013,17.685,0.029
208.442286,14.711142,3,21.766,0.252,21.772,0.091,20.676,0.054,20.319,0.077,20.306,0.248
208.444538,14.704261,3,23.201,0.971,21.688,0.097,20.547,0.055,19.949,0.062,19.377,0.126
208.448352,14.71078,3,22.475,0.441,20.9,0.041,19.817,0.025,19.246,0.029,18.91,0.067
208.449053,14.713757,3,21.644,0.263,20.83,0.049,20.017,0.037,19.711,0.053,19.709,0.184
208.452081,14.697008,3,22.356,0.406,22.602,0.178,22.581,0.277,21.947,0.319,22.621,1.137
208.456445,14.704086,6,23.096,0.723,22.359,0.138,21.932,0.15,21.739,0.254,20.971,0.393
208.456683,14.693089,3,23.105,1.011,21.87,0.127,20.965,0.089,20.726,0.142,20.701,0.452
208.458437,14.69499,3,25.026,1.431,22.468,0.149,21.008,0.065,20.589,0.089,19.944,0.157
208.463329,14.697939,3,21.591,0.281,21.129,0.072,19.952,0.039,19.356,0.043,19.293,0.144
208.469301,14.704275,3,21.565,0.299,20.566,0.047,19.525,0.03,19.149,0.04,18.801,0.098
208.452937,14.716482,3,23.518,0.957,23.829,0.449,22.075,0.162,21.276,0.161,21.7,0.661
208.461262,14.700547,3,23.385,0.977,23.125,0.292,21.727,0.136,21.599,0.243,20.187,0.217
208.450165,14.718031,3,25.083,1.796,23.742,0.559,22.866,0.426,20.956,0.156,22.466,1.348
208.462599,14.707028,3,21.317,0.159,19.501,0.015,18.47,0.01,18.036,0.01,17.691,0.024
208.449028,14.713783,3,21.374,0.172,20.946,0.048,20.043,0.034,19.86,0.045,19.638,0.127
208.442289,14.711125,3,22.174,0.294,21.498,0.065,20.879,0.06,20.402,0.062,20.182,0.172
208.444505,14.704213,3,22.81,0.583,21.78,0.094,20.63,0.055,19.888,0.045,19.687,0.127
208.443855,14.705626,6,24.758,0.982,23.436,0.249,22.559,0.197,22.559,0.304,21.755,0.45
208.448363,14.710746,3,22.377,0.355,20.767,0.036,19.739,0.024,19.206,0.023,18.955,0.059
208.449587,14.709383,6,25.427,0.802,23.347,0.245,22.619,0.218,22.268,0.25,22.728,0.726
208.452088,14.696935,3,23.129,0.571,22.722,0.163,22.309,0.184,21.987,0.217,22.244,0.712
208.456513,14.703985,6,22.25,0.286,22.136,0.103,21.86,0.129,21.668,0.171,22.285,0.772
208.456587,14.693062,3,21.054,0.245,21.129,0.106,20.367,0.084,22.38,0.823,20.317,0.454
